Cidade;UF;População;Possui Plano Municipal;População sem Água;População sem Esgoto;População sem coleta de lixo;Domicílios sujeitos à inundações
"Santa Helena de Goiás";"GO";"38962";"Sim";"3,07%";"3,07%";"4,54%";"0,1%"
"Santa Helena de Minas";"MG";"6406";"Não";"48,99%";"48,99%";"--";"--"
"Santa Inês";"BA";"10583";"Não";"5,98%";"28,36%";"1,56%";"5,1%"
"Santa Inês";"MA";"89927";"Em elaboração";"51,55%";"--";"5,75%";"Não há"
"Santa Inês";"PB";"3591";"Não";"54,97%";"--";"59,59%";"Não há"
"Santa Inês";"PR";"1568";"Não";"0,06%";"--";"34,44%";"--"
"Santa Isabel";"GO";"3821";"Em elaboração";"62,29%";"--";"62,92%";"--"
"Santa Isabel";"SP";"58529";"Sim";"33,35%";"55,59%";"Atendimento Pleno";"5,7%"
"Santa Isabel do Ivaí";"PR";"8484";"Sim";"Atendimento Pleno";"21,71%";"19,39%";"Não há"
"Santa Isabel do Rio Negro";"AM";"26566";"Em elaboração";"62,36%";"--";"--";"Não há"
"Santa Izabel do Oeste";"PR";"14924";"Sim";"28,32%";"--";"43,49%";"0,6%"
"Santa Izabel do Pará";"PA";"72856";"Não";"13,45%";"--";"0,69%";"Não há"
"Santa Juliana";"MG";"14497";"Não";"22,15%";"Atendimento Pleno";"0,67%";"0,4%"
"Santa Leopoldina";"ES";"12171";"Em elaboração";"79,24%";"--";"42,49%";"46,2%"
"Santa Lúcia";"PR";"3795";"Sim";"12,17%";"--";"Atendimento Pleno";"Não há"
"Santa Lúcia";"SP";"8889";"Sim";"7,21%";"7,21%";"5,98%";"0,2%"
"Santa Luz";"PI";"5903";"Não";"29,04%";"--";"40,71%";"--"
"Santa Luzia";"BA";"12308";"Sim";"36,16%";"--";"18,75%";"5,4%"
"Santa Luzia";"MA";"73105";"Em elaboração";"64,81%";"--";"48,7%";"Não há"
"Santa Luzia";"MG";"221705";"Sim";"23,74%";"32,02%";"Atendimento Pleno";"25,5%"
"Santa Luzia";"PB";"15470";"Em elaboração";"5,04%";"8,86%";"8,42%";"Não há"
"Santa Luzia D'Oeste";"RO";"5942";"Em elaboração";"49,07%";"--";"42,78%";"Não há"
"Santa Luzia do Itanhy";"SE";"14205";"Em elaboração";"86,98%";"95,61%";"50,55%";"Não há"
"Santa Luzia do Norte";"AL";"7344";"Não";"40,78%";"--";"--";"--"
"Santa Luzia do Pará";"PA";"19839";"Não";"93,65%";"--";"59,68%";"8,1%"
"Santa Luzia do Paruá";"MA";"25487";"Em elaboração";"72,42%";"--";"44,4%";"0,1%"
"Santa Margarida";"MG";"16393";"Em elaboração";"50,09%";"51,2%";"Atendimento Pleno";"22,8%"
"Santa Margarida do Sul";"RS";"2593";"Não";"76,51%";"--";"46,09%";"Não há"
"Santa Maria";"RN";"5689";"Em elaboração";"30,62%";"92,09%";"35,93%";"Não há"
"Santa Maria";"RS";"285159";"Sim";"4,86%";"37,1%";"Atendimento Pleno";"4,5%"
"Santa Maria da Boa Vista";"PE";"42266";"Em elaboração";"54,67%";"66,88%";"52,68%";"Não há"
"Santa Maria da Serra";"SP";"6298";"Em elaboração";"16,7%";"--";"7,91%";"Não há"
"Santa Maria da Vitória";"BA";"39707";"Em elaboração";"9,34%";"62,73%";"33,36%";"5,3%"
"Santa Maria das Barreiras";"PA";"22244";"Em elaboração";"92,37%";"--";"64,09%";"10,6%"
"Santa Maria de Itabira";"MG";"10867";"Em elaboração";"47,53%";"18,71%";"15,02%";"13,9%"
"Santa Maria de Jetibá";"ES";"41588";"Em elaboração";"67,25%";"78,31%";"34,52%";"4,6%"
"Santa Maria do Cambucá";"PE";"14308";"Não";"44,99%";"--";"41,15%";"Não há"
"Santa Maria do Herval";"RS";"6382";"Em elaboração";"59,95%";"--";"2,85%";"0,8%"
"Santa Maria do Oeste";"PR";"9210";"Sim";"46,12%";"--";"56,57%";"Não há"
"Santa Maria do Pará";"PA";"25127";"Não";"59,38%";"--";"3,29%";"--"
"Santa Maria do Salto";"MG";"5203";"Em elaboração";"31,37%";"38,4%";"13,51%";"Não há"
"Santa Maria do Suaçuí";"MG";"14607";"Em elaboração";"37,71%";"55,04%";"25,52%";"Não há"
"Santa Maria do Tocantins";"TO";"3537";"Sim";"40,4%";"--";"40,4%";"--"
"Santa Maria Madalena";"RJ";"10380";"Em elaboração";"58,8%";"43,06%";"0,12%";"9,2%"
"Santa Mariana";"PR";"11523";"Não";"0,02%";"29,31%";"30,57%";"0,3%"
"Santa Mercedes";"SP";"2947";"Sim";"Atendimento Pleno";"9,81%";"13,17%";"Não há"
"Santa Mônica";"PR";"4052";"Em elaboração";"1,78%";"--";"58,69%";"Não há"
"Santa Quitéria";"CE";"43719";"Não";"60,92%";"0,02%";"8,51%";"Não há"
"Santa Quitéria do Maranhão";"MA";"25884";"Em elaboração";"58,91%";"--";"--";"Não há"
"Santa Rita";"MA";"38732";"Não";"61,09%";"--";"--";"--"
"Santa Rita";"PB";"138093";"Não";"11,3%";"96,77%";"Atendimento Pleno";"--"
"Santa Rita d'Oeste";"SP";"2476";"Em elaboração";"26,78%";"29,85%";"26,78%";"Não há"
"Santa Rita de Caldas";"MG";"8900";"Não";"40,8%";"50,61%";"37,36%";"--"
"Santa Rita de Cássia";"BA";"28613";"Sim";"39,79%";"87%";"--";"--"
"Santa Rita de Ibitipoca";"MG";"3380";"Sim";"53,08%";"--";"--";"--"
"Santa Rita de Jacutinga";"MG";"4843";"Não";"--";"--";"21,7%";"6,1%"
"Santa Rita de Minas";"MG";"7322";"Sim";"30,81%";"--";"Atendimento Pleno";"0,8%"
"Santa Rita do Araguaia";"GO";"9110";"Não";"13%";"--";"11,05%";"Não há"
"Santa Rita do Itueto";"MG";"5426";"Sim";"59,29%";"--";"--";"--"
"Santa Rita do Novo Destino";"GO";"3367";"Em elaboração";"--";"--";"--";"--"
"Santa Rita do Pardo";"MS";"7948";"Sim";"51,96%";"58,83%";"51,48%";"0,6%"
"Santa Rita do Passa Quatro";"SP";"27641";"Sim";"10,49%";"10,85%";"1%";"0,2%"
"Santa Rita do Sapucaí";"MG";"44226";"Não";"17,72%";"19,25%";"Atendimento Pleno";"48%"
"Santa Rita do Tocantins";"TO";"2407";"Sim";"56,88%";"--";"56,88%";"Não há"
"Santa Rita do Trivelato";"MT";"3602";"Em elaboração";"2,67%";"--";"45,11%";"Não há"
"Santa Rosa";"RS";"73882";"Sim";"11,99%";"64,91%";"Atendimento Pleno";"3,4%"
"Santa Rosa da Serra";"MG";"3364";"Não";"38,41%";"--";"38,79%";"--"
"Santa Rosa de Goiás";"GO";"2200";"Em elaboração";"10,55%";"--";"25,18%";"Não há"
"Santa Rosa de Lima";"SC";"2151";"Em elaboração";"65,23%";"--";"39,56%";"0,4%"
"Santa Rosa de Lima";"SE";"3933";"Não";"0,08%";"--";"16,09%";"Não há"
"Santa Rosa de Viterbo";"SP";"26960";"Sim";"Atendimento Pleno";"1,8%";"4,67%";"Não há"
"Santa Rosa do Piauí";"PI";"5254";"Não";"5,04%";"--";"29,01%";"Não há"
"Santa Rosa do Purus";"AC";"6893";"Em elaboração";"60,63%";"--";"63,73%";"30,8%"
"Santa Rosa do Sul";"SC";"8397";"Sim";"34,88%";"--";"46,47%";"2,9%"
"Santa Rosa do Tocantins";"TO";"4864";"Sim";"30,41%";"--";"35,49%";"Não há"
"Santa Salete";"SP";"1558";"Não";"8,34%";"11,55%";"35,82%";"Não há"
"Santa Teresa";"ES";"23853";"Em elaboração";"50,44%";"65,12%";"7,77%";"13,1%"
"Santa Teresinha";"BA";"10520";"Não";"29,81%";"58,63%";"49,22%";"3,1%"
"Santa Teresinha";"PB";"4550";"Não";"27,98%";"--";"--";"Não há"
"Santa Tereza";"RS";"1722";"Sim";"8,07%";"85,48%";"63,53%";"18,6%"
"Santa Tereza de Goiás";"GO";"3207";"Sim";"2,9%";"--";"--";"--"
"Santa Tereza do Oeste";"PR";"10055";"Não";"0,02%";"--";"--";"1,2%"
"Santa Tereza do Tocantins";"TO";"2928";"Não";"3,65%";"--";"35,96%";"Não há"
"Santa Terezinha";"MT";"8547";"Não";"--";"--";"--";"--"
"Santa Terezinha";"PE";"11914";"Não";"18,07%";"--";"24,46%";"--"
"Santa Terezinha";"SC";"8760";"Sim";"76,07%";"--";"60,27%";"Não há"
"Santa Terezinha de Goiás";"GO";"8386";"Não";"24,77%";"--";"--";"--"
"Santa Terezinha de Itaipu";"PR";"23927";"Sim";"0,01%";"1,32%";"Atendimento Pleno";"Não há"
"Santa Terezinha do Progresso";"SC";"2317";"Não";"49,42%";"--";"81,4%";"14,9%"
"Santa Terezinha do Tocantins";"TO";"2530";"Não";"4,58%";"--";"35,57%";"9,4%"
"Santa Vitória";"MG";"19997";"Sim";"19,15%";"1,34%";"9,99%";"0,1%"
"Santa Vitória do Palmar";"RS";"29298";"Sim";"13,23%";"--";"12,12%";"Não há"
"Santaluz";"BA";"37704";"Não";"31,98%";"25,2%";"11,56%";"1,8%"
"Santana";"AP";"124808";"Sim";"58,16%";"98,87%";"7,02%";"32,3%"
"Santana";"BA";"26792";"Sim";"36,68%";"--";"45,52%";"0,3%"
"Santana da Boa Vista";"RS";"8037";"Sim";"54,83%";"1,7%";"--";"--"
"Santana da Ponte Pensa";"SP";"1448";"Não";"4,9%";"6,35%";"33,15%";"Não há"
"Santana da Vargem";"MG";"7047";"Sim";"24,63%";"25,7%";"Atendimento Pleno";"0,4%"
"Santana de Cataguases";"MG";"3909";"Sim";"23,89%";"19,47%";"19,47%";"40,9%"
"Santana de Mangueira";"PB";"5098";"Não";"41,04%";"--";"58,16%";"Não há"
"Santana de Parnaíba";"SP";"145073";"Sim";"Atendimento Pleno";"40,25%";"Atendimento Pleno";"0,3%"
"Santana de Pirapama";"MG";"7538";"Sim";"56,05%";"62,7%";"63,12%";"0,3%"
"Santana do Acaraú";"CE";"32851";"Em elaboração";"68,91%";"--";"42,16%";"3,6%"
"Santana do Araguaia";"PA";"75995";"Não";"87,24%";"--";"51,22%";"1,1%"
"Santana do Cariri";"CE";"17726";"Não";"75%";"37,94%";"0,59%";"Não há"
"Santana do Deserto";"MG";"3985";"Sim";"63,19%";"--";"36,36%";"6%"
"Santana do Garambéu";"MG";"2494";"Não";"Atendimento Pleno";"26,06%";"26,06%";"Não há"
"Santana do Ipanema";"AL";"47910";"Não";"23,69%";"81,06%";"20%";"5,8%"
"Santana do Itararé";"PR";"4916";"Sim";"4,27%";"58,03%";"34,15%";"0,9%"
"Santana do Jacaré";"MG";"4847";"Não";"11,88%";"4,7%";"Atendimento Pleno";"0,5%"
"Santana do Manhuaçu";"MG";"8660";"Sim";"62,59%";"38,89%";"28,03%";"27,3%"
"Santana do Maranhão";"MA";"13704";"Em elaboração";"40,42%";"--";"--";"--"
"Santana do Matos";"RN";"11808";"Em elaboração";"24,31%";"--";"25,41%";"--"
"Santana do Mundaú";"AL";"10637";"Não";"48,13%";"64,44%";"45,56%";"83,3%"
"Santana do Paraíso";"MG";"36048";"Sim";"15,66%";"15,66%";"0,13%";"0,7%"
"Santana do Piauí";"PI";"4650";"Não";"50,37%";"--";"39,44%";"Não há"
"Santana do Riacho";"MG";"4334";"Sim";"-4,01%";"--";"7,71%";"Não há"
"Santana do São Francisco";"SE";"7906";"Em elaboração";"10,57%";"--";"0,01%";"Não há"
"Santana do Seridó";"RN";"2699";"Em elaboração";"27,64%";"34,57%";"7,37%";"6,1%"
"Santana dos Garrotes";"PB";"6942";"Não";"36,06%";"--";"47,57%";"Não há"
"Santana dos Montes";"MG";"3753";"Em elaboração";"17,4%";"25,39%";"5,33%";"37,5%"
"Santanópolis";"BA";"8987";"Não";"59,33%";"--";"66,62%";"Não há"
"Santarém";"PA";"308339";"Sim";"49,39%";"95,88%";"14,01%";"6,9%"
"Santarém Novo";"PA";"6796";"Não";"--";"--";"--";"--"
"Santiago";"RS";"49298";"Sim";"8,84%";"Atendimento Pleno";"1,32%";"Não há"
"Santiago do Sul";"SC";"1211";"Sim";"Atendimento Pleno";"--";"55,66%";"Não há"
"Santo Afonso";"MT";"3164";"Em elaboração";"Atendimento Pleno";"88,94%";"--";"Não há"
"Santo Amaro";"BA";"60190";"Em elaboração";"15,74%";"56%";"Atendimento Pleno";"--"
"Santo Amaro da Imperatriz";"SC";"23907";"Sim";"Atendimento Pleno";"69,35%";"Atendimento Pleno";"9,3%"
"Santo Amaro das Brotas";"SE";"12200";"Não";"28,63%";"--";"18,03%";"Não há"
"Santo Amaro do Maranhão";"MA";"16219";"Em elaboração";"--";"--";"73,73%";"1,5%"
"Santo Anastácio";"SP";"20855";"Sim";"4,67%";"5,52%";"6,81%";"Não há"
"Santo André";"PB";"2496";"Não";"60,14%";"--";"67,23%";"Não há"
"Santo André";"SP";"723889";"Sim";"Atendimento Pleno";"Atendimento Pleno";"Atendimento Pleno";"3,6%"
"Santo Ângelo";"RS";"77544";"Sim";"5,86%";"70,94%";"5,86%";"Não há"
"Santo Antônio";"RN";"24422";"Em elaboração";"63,52%";"91,47%";"30%";"Não há"
"Santo Antônio da Alegria";"SP";"7024";"Sim";"Atendimento Pleno";"0,71%";"0,34%";"Não há"
"Santo Antônio da Barra";"GO";"4886";"Não";"22,96%";"--";"23,76%";"Não há"
"Santo Antônio da Patrulha";"RS";"43397";"Sim";"37,8%";"99,63%";"0,67%";"Não há"
"Santo Antônio da Platina";"PR";"46503";"Em elaboração";"0,01%";"0,71%";"13,49%";"Não há"
"Santo Antônio das Missões";"RS";"9930";"Sim";"39,45%";"--";"Atendimento Pleno";"--"
"Santo Antônio de Goiás";"GO";"6593";"Sim";"12,06%";"--";"9,19%";"Não há"
"Santo Antônio de Jesus";"BA";"103204";"Não";"17,39%";"78,69%";"12,84%";"Não há"
"Santo Antônio de Lisboa";"PI";"6466";"Não";"27,48%";"--";"20,15%";"0,2%"
"Santo Antônio de Pádua";"RJ";"42705";"Sim";"0,58%";"18,04%";"23,38%";"3,4%"
"Santo Antônio de Posse";"SP";"23742";"Em elaboração";"8,79%";"9%";"8,79%";"Não há"
"Santo Antônio do Amparo";"MG";"18697";"Não";"12,44%";"12,44%";"Atendimento Pleno";"0,6%"
"Santo Antônio do Aracanguá";"SP";"8541";"Não";"17,61%";"17,61%";"6,33%";"Não há"
"Santo Antônio do Aventureiro";"MG";"3602";"Sim";"36,42%";"--";"32,82%";"2,1%"
"Santo Antônio do Caiuá";"PR";"2611";"Não";"0,04%";"--";"22,14%";"Não há"
"Santo Antônio do Descoberto";"GO";"76871";"Em elaboração";"11,02%";"43,31%";"11,54%";"6,3%"
"Santo Antônio do Grama";"MG";"3861";"Sim";"17,77%";"1,58%";"19,71%";"--"
"Santo Antônio do Içá";"AM";"20889";"Sim";"--";"--";"--";"--"
"Santo Antônio do Itambé";"MG";"3763";"Não";"69,01%";"--";"70,26%";"Não há"
"Santo Antônio do Jacinto";"MG";"11570";"Não";"47,55%";"Atendimento Pleno";"20,48%";"Não há"
"Santo Antônio do Jardim";"SP";"5926";"Não";"31,91%";"33,23%";"40,57%";"--"
"Santo Antônio do Leste";"MT";"5459";"Em elaboração";"48,16%";"--";"43,56%";"Não há"
"Santo Antônio do Leverger";"MT";"17188";"Sim";"32,45%";"--";"58,69%";"4,6%"
"Santo Antônio do Monte";"MG";"28603";"Sim";"16,74%";"19,63%";"0,36%";"Não há"
"Santo Antônio do Palma";"RS";"2118";"Sim";"Atendimento Pleno";"--";"43,34%";"--"
"Santo Antônio do Paraíso";"PR";"2032";"Em elaboração";"--";"--";"--";"Não há"
"Santo Antônio do Pinhal";"SP";"6843";"Sim";"34,74%";"66,27%";"40,57%";"Não há"
"Santo Antônio do Planalto";"RS";"2018";"Sim";"37,96%";"--";"Atendimento Pleno";"Não há"
"Santo Antônio do Retiro";"MG";"7316";"Em elaboração";"77,06%";"80,1%";"65,83%";"Não há"
"Santo Antônio do Rio Abaixo";"MG";"1756";"Sim";"--";"--";"50%";"--"
"Santo Antônio do Sudoeste";"PR";"20354";"Não";"12,07%";"46,36%";"Atendimento Pleno";"1,7%"
"Santo Antônio do Tauá";"PA";"32346";"Não";"--";"--";"11,69%";"--"
"Santo Antônio dos Lopes";"MA";"14516";"Em elaboração";"71,14%";"--";"--";"--"
"Santo Antônio dos Milagres";"PI";"2172";"Em elaboração";"41,39%";"--";"--";"--"
"Santo Augusto";"RS";"13813";"Sim";"18,53%";"--";"20,36%";"Não há"
"Santo Cristo";"RS";"14177";"Sim";"45,88%";"--";"Atendimento Pleno";"Não há"
"Santo Estêvão";"BA";"53666";"Em elaboração";"41,42%";"91,69%";"19,37%";"Não há"
"Santo Expedito";"SP";"3159";"Não";"Atendimento Pleno";"6,24%";"7,57%";"Não há"
"Santo Expedito do Sul";"RS";"2287";"Sim";"64,58%";"--";"64,58%";"Não há"
"Santo Hipólito";"MG";"3044";"Em elaboração";"35,84%";"--";"30,55%";"12,3%"
"Santo Inácio";"PR";"5422";"Sim";"0,02%";"29,31%";"--";"--"
"Santo Inácio do Piauí";"PI";"3809";"Em elaboração";"26,28%";"--";"--";"--"
"Santópolis do Aguapeí";"SP";"4856";"Não";"9,41%";"9,47%";"3,36%";"Não há"
"Santos";"SP";"433991";"Sim";"Atendimento Pleno";"0,07%";"Atendimento Pleno";"5,3%"
"Santos Dumont";"MG";"46357";"Sim";"24,39%";"47,03%";"11,56%";"1,5%"
"São Benedito";"CE";"48354";"Não";"59,09%";"84,01%";"20%";"Não há"
"São Benedito do Rio Preto";"MA";"18769";"Não";"72,55%";"--";"36,06%";"--"
"São Benedito do Sul";"PE";"16239";"Não";"55,67%";"--";"44,58%";"--"
"São Bentinho";"PB";"4602";"Em elaboração";"21,82%";"--";"31,25%";"Não há"
"São Bento";"MA";"45989";"Em elaboração";"52,18%";"--";"56,51%";"0,6%"
"São Bento";"PB";"34650";"Não";"7,6%";"20,63%";"17,32%";"0,4%"
"São Bento Abade";"MG";"5411";"Não";"14,14%";"2,33%";"2,37%";"0,2%"
"São Bento do Norte";"RN";"2687";"Não";"Atendimento Pleno";"--";"--";"--"
"São Bento do Sapucaí";"SP";"10907";"Sim";"25,22%";"48,02%";"26,65%";"11,5%"
"São Bento do Sul";"SC";"86317";"Sim";"1,46%";"67,52%";"3,63%";"2,7%"
"São Bento do Tocantins";"TO";"5457";"Não";"11,56%";"--";"41,07%";"--"
"São Bento do Trairí";"RN";"4541";"Em elaboração";"19,2%";"51,75%";"--";"--"
"São Bento do Una";"PE";"60567";"Não";"48,18%";"47,6%";"33,96%";"--"
"São Bernardino";"SC";"2239";"Sim";"48,28%";"--";"46,32%";"Não há"
"São Bernardo";"MA";"28825";"Em elaboração";"79,6%";"--";"--";"--"
"São Bernardo do Campo";"SP";"849874";"Sim";"Atendimento Pleno";"1,47%";"0,99%";"0,2%"
"São Bonifácio";"SC";"2791";"Sim";"67,65%";"--";"Atendimento Pleno";"Não há"
"São Borja";"RS";"59768";"Sim";"10,59%";"79,55%";"6,87%";"1,9%"
"São Brás";"AL";"6977";"Não";"43,29%";"0,11%";"35,5%";"Não há"
"São Brás do Suaçuí";"MG";"3770";"Sim";"11,88%";"--";"10,93%";"Não há"
"São Braz do Piauí";"PI";"4454";"Não";"92,91%";"--";"--";"Não há"
"São Caetano de Odivelas";"PA";"18207";"Sim";"76,56%";"58,98%";"47,82%";"Não há"
"São Caetano do Sul";"SP";"162763";"Sim";"Atendimento Pleno";"Atendimento Pleno";"Atendimento Pleno";"2,7%"
"São Caitano";"PE";"37488";"Não";"18,23%";"--";"14,64%";"13,3%"
"São Carlos";"SC";"11456";"Sim";"22,42%";"--";"32,93%";"5,3%"
"São Carlos";"SP";"256915";"Sim";"4%";"4%";"0,04%";"1,1%"
"São Carlos do Ivaí";"PR";"6961";"Não";"0,01%";"--";"10,62%";"Não há"
"São Cristóvão";"SE";"92090";"Sim";"-18,64%";"71,4%";"17,47%";"5,8%"
"São Cristovão do Sul";"SC";"5646";"Sim";"19,02%";"--";"14,98%";"--"
"São Desidério";"BA";"34764";"Sim";"60,49%";"--";"38,65%";"Não há"
"São Domingos";"BA";"9085";"Não";"22,15%";"--";"Atendimento Pleno";"Não há"
"São Domingos";"GO";"13305";"Não";"49,24%";"--";"38,37%";"--"
"São Domingos";"PB";"3119";"Não";"65,44%";"--";"--";"Não há"
"São Domingos";"SC";"9422";"Sim";"16,36%";"71,69%";"33,49%";"--"
"São Domingos";"SE";"11276";"Sim";"33,78%";"86,7%";"29,05%";"--"
"São Domingos das Dores";"MG";"5672";"Em elaboração";"58,9%";"--";"--";"--"
"São Domingos do Araguaia";"PA";"25945";"Em elaboração";"34,05%";"--";"71,43%";"Não há"
"São Domingos do Azeitão";"MA";"7448";"Em elaboração";"75,36%";"--";"28,96%";"--"
"São Domingos do Capim";"PA";"32285";"Não";"45,38%";"--";"--";"--"
"São Domingos do Cariri";"PB";"2645";"Em elaboração";"22%";"65,78%";"57,28%";"Não há"
"São Domingos do Maranhão";"MA";"34391";"Em elaboração";"58,25%";"--";"48,48%";"0,4%"
"São Domingos do Norte";"ES";"8735";"Sim";"50,77%";"65,08%";"40%";"0,9%"
"São Domingos do Prata";"MG";"17296";"Sim";"44,74%";"39,14%";"21,69%";"0,6%"
"São Domingos do Sul";"RS";"3091";"Sim";"Atendimento Pleno";"--";"40,25%";"Não há"
"São Felipe";"BA";"21083";"Não";"53,22%";"--";"62,05%";"Não há"
"São Felipe D'Oeste";"RO";"4962";"Não";"76%";"--";"76%";"Não há"
"São Félix";"BA";"14784";"Não";"35,57%";"40,44%";"18,83%";"23,4%"
"São Félix de Balsas";"MA";"4540";"Não";"86,98%";"--";"--";"--"
"São Félix de Minas";"MG";"3354";"Sim";"43,17%";"43,17%";"2,44%";"2,6%"
"São Félix do Araguaia";"MT";"11934";"Não";"8,35%";"--";"41,86%";"Não há"
"São Félix do Coribe";"BA";"15543";"Em elaboração";"Atendimento Pleno";"--";"18,86%";"1,4%"
"São Félix do Piauí";"PI";"2923";"Não";"0,96%";"--";"48,68%";"Não há"
"São Félix do Tocantins";"TO";"1610";"Sim";"1,37%";"--";"28,57%";"--"
"São Félix do Xingu";"PA";"135732";"Em elaboração";"98,26%";"--";"30,01%";"1,1%"
"São Fernando";"RN";"3606";"Em elaboração";"Atendimento Pleno";"32,67%";"27,73%";"--"
"São Fidélis";"RJ";"38749";"Sim";"23,73%";"--";"Atendimento Pleno";"39,6%"
"São Francisco";"MG";"56625";"Em elaboração";"42,13%";"69,2%";"29,44%";"12,6%"
"São Francisco";"PB";"3377";"Não";"56,26%";"70,39%";"46,7%";"--"
"São Francisco";"SE";"3837";"Não";"26,48%";"34,22%";"0,96%";"Não há"
"São Francisco";"SP";"2813";"Em elaboração";"6,26%";"8,11%";"11,13%";"4,1%"
"São Francisco de Assis";"RS";"18081";"Sim";"29,91%";"94,09%";"40,42%";"0,8%"
"São Francisco de Assis do Piauí";"PI";"5801";"Não";"57,49%";"--";"74,33%";"Não há"
"São Francisco de Goiás";"GO";"6265";"Não";"25,28%";"--";"27,06%";"Não há"
"São Francisco de Itabapoana";"RJ";"42214";"Não";"66,46%";"--";"0,03%";"1,7%"
"São Francisco de Paula";"MG";"6512";"Não";"27,4%";"28,09%";"Atendimento Pleno";"1,4%"
"São Francisco de Paula";"RS";"21871";"Sim";"36,66%";"--";"36,43%";"Não há"
"São Francisco de Sales";"MG";"6309";"Não";"33,59%";"0,14%";"25%";"Não há"
"São Francisco do Brejão";"MA";"12082";"Não";"69,12%";"--";"44,6%";"Não há"
"São Francisco do Conde";"BA";"40664";"Não";"1,05%";"61,11%";"13,93%";"--"
"São Francisco do Glória";"MG";"4758";"Sim";"39,51%";"63,05%";"30,01%";"4,3%"
"São Francisco do Guaporé";"RO";"21088";"Sim";"92,6%";"--";"48,69%";"Não há"
"São Francisco do Maranhão";"MA";"12226";"Não";"68,67%";"--";"--";"--"
"São Francisco do Oeste";"RN";"4281";"Sim";"Atendimento Pleno";"--";"27,12%";"0,7%"
"São Francisco do Pará";"PA";"15978";"Sim";"67,62%";"--";"46,4%";"--"
"São Francisco do Piauí";"PI";"6417";"Em elaboração";"59,03%";"--";"54,45%";"1,2%"
"São Francisco do Sul";"SC";"54751";"Sim";"5,25%";"93,64%";"Atendimento Pleno";"0,5%"
"São Gabriel";"BA";"18785";"Não";"8,67%";"--";"--";"--"
"São Gabriel";"RS";"62187";"Sim";"11,01%";"78,72%";"11,01%";"1,2%"
"São Gabriel da Cachoeira";"AM";"47031";"Não";"49,72%";"--";"38,07%";"0,7%"
"São Gabriel da Palha";"ES";"39085";"Sim";"32,15%";"55,17%";"23,65%";"Não há"
"São Gabriel do Oeste";"MS";"27660";"Sim";"Atendimento Pleno";"Atendimento Pleno";"13,07%";"Não há"
"São Geraldo";"MG";"12751";"Sim";"43,06%";"29,17%";"5,89%";"Não há"
"São Geraldo da Piedade";"MG";"3860";"Sim";"68,91%";"68,91%";"40,41%";"42,6%"
"São Geraldo do Araguaia";"PA";"24566";"Em elaboração";"46,5%";"71,67%";"--";"--"
"São Geraldo do Baixio";"MG";"4104";"Sim";"30,56%";"34,21%";"30%";"6,5%"
"São Gonçalo";"RJ";"1098357";"Sim";"9,92%";"66,3%";"Atendimento Pleno";"7,7%"
"São Gonçalo do Abaeté";"MG";"8527";"Sim";"56,88%";"59,32%";"30,88%";"Não há"
"São Gonçalo do Amarante";"CE";"49306";"Não";"73,93%";"86,77%";"16,19%";"29,4%"
"São Gonçalo do Amarante";"RN";"104919";"Sim";"-16,03%";"62,54%";"0,88%";"0,7%"
"São Gonçalo do Gurguéia";"PI";"3071";"Não";"--";"--";"57,05%";"Não há"
"São Gonçalo do Pará";"MG";"12776";"Não";"34,68%";"6,58%";"2,32%";"0,7%"
"São Gonçalo do Piauí";"PI";"5044";"Sim";"7,69%";"--";"30,41%";"Não há"
"São Gonçalo do Rio Abaixo";"MG";"11114";"Em elaboração";"Atendimento Pleno";"Atendimento Pleno";"47,55%";"13,4%"
"São Gonçalo do Rio Preto";"MG";"3178";"Sim";"34,46%";"34,46%";"35,21%";"1,3%"
"São Gonçalo do Sapucaí";"MG";"25670";"Não";"25,89%";"21,86%";"22,09%";"1,3%"
"São Gonçalo dos Campos";"BA";"38315";"Não";"24,31%";"93,66%";"34,75%";"Não há"
"São Gotardo";"MG";"36084";"Sim";"9,5%";"12,99%";"Atendimento Pleno";"3,1%"
"São Jerônimo";"RS";"24569";"Sim";"22,92%";"--";"23,95%";"3,6%"
"São Jerônimo da Serra";"PR";"11088";"Em elaboração";"14,32%";"--";"49,04%";"Não há"
"São João";"PE";"23002";"Não";"26,06%";"98,54%";"34,79%";"Não há"
"São João";"PR";"10122";"Sim";"7,15%";"44,77%";"9,11%";"1,6%"
"São João Batista";"MA";"20736";"Não";"89,77%";"--";"--";"--"
"São João Batista";"SC";"39719";"Em elaboração";"10%";"--";"10,31%";"26,5%"
"São João Batista do Glória";"MG";"7541";"Sim";"18,78%";"19,98%";"--";"--"
"São João d'Aliança";"GO";"14423";"Sim";"36,51%";"--";"34,44%";"0,7%"
"São João da Baliza";"RR";"8492";"Em elaboração";"31,87%";"--";"--";"Não há"
"São João da Barra";"RJ";"36731";"Sim";"29,01%";"0,84%";"Atendimento Pleno";"3,5%"
"São João da Boa Vista";"SP";"92315";"Sim";"Atendimento Pleno";"Atendimento Pleno";"3,99%";"--"
"São João da Canabrava";"PI";"4619";"Não";"66,55%";"--";"72,27%";"Não há"
"São João da Fronteira";"PI";"6084";"Em elaboração";"59,62%";"97,47%";"59,48%";"Não há"
"São João da Lagoa";"MG";"4949";"Em elaboração";"0,59%";"--";"47,71%";"7,1%"
"São João da Mata";"MG";"2743";"Em elaboração";"1,57%";"1,53%";"35,84%";"12,5%"
